compound,target,El1_E8,El1_I8,El1_S6,El1_S5,El1_E2,El1_E5,El1_E6,El1_E7,El1_C5,El1_I11,El1_G1,El1_M7,El1_M10,El1_M11,El1_M3,El1_M4,El1_M1,El1_M2,El1_M5,El1_M6,El1_M8,El1_M9,El1_I10,El1_A5,El1_S15,El1_S1,El1_C2,El1_C1,El1_G2,El1_E10,El2_E8,El2_I8,El2_S6,El2_S5,El2_E2,El2_E5,El2_E6,El2_E7,El2_C5,El2_I11,El2_G1,El2_M7,El2_M10,El2_M11,El2_M3,El2_M4,El2_M1,El2_M2,El2_M5,El2_M6,El2_M8,El2_M9,El2_I10,El2_A5,El2_S15,El2_S1,El2_C2,El2_C1,El2_G2,El2_E10,El3_I8,El3_S6,El3_S5,El3_E2,El3_E5,El3_E6,El3_E7,El3_C5,El3_I11,El3_M7,El3_M10,El3_M11,El3_M3,El3_M4,El3_M1,El3_M2,El3_M5,El3_M6,El3_M8,El3_M9,El3_I10,El3_A5,El3_S15,El3_S1,El3_C2,El3_C1
K3NdCl6,972,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
K3NdCl6,963,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.19,16.5,1.17,2.37,1.05,529.7,1034,2128,327.3,72.4,3,31,23,82,22,83,21,82,30,31,22,81,44.576,6,0.983,3.99,3303,1298,3,1.2,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3AlF6,1051,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.2,237.0,1.25,2.01,1.5,577.6,1817,2745,326.4,28.34464,3,75,76,30,75,31,73,29,80,79,74,28,24.2,3,0.535,1.675,2743,933,3,1.39,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3AlF6,1055,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.2,237.0,1.25,2.01,1.5,577.6,1817,2745,326.4,28.34464,3,75,76,30,75,31,73,29,80,79,74,28,24.2,3,0.535,1.675,2743,933,3,1.39,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3AlF6,1058,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.2,237.0,1.25,2.01,1.5,577.6,1817,2745,326.4,28.34464,3,75,76,30,75,31,73,29,80,79,74,28,24.2,3,0.535,1.675,2743,933,3,1.39,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3AlF6,1063,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.2,237.0,1.25,2.01,1.5,577.6,1817,2745,326.4,28.34464,3,75,76,30,75,31,73,29,80,79,74,28,24.2,3,0.535,1.675,2743,933,3,1.39,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3AlF6,1073,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.2,237.0,1.25,2.01,1.5,577.6,1817,2745,326.4,28.34464,3,75,76,30,75,31,73,29,80,79,74,28,24.2,3,0.535,1.675,2743,933,3,1.39,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3GaF6,913,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
K3CeF6,948,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.18,11.4,1.23,2.4,1.05,527.8,1047,1940,431.9,69.7,3,27,19,86,18,87,17,86,32,33,18,85,37.85,6,1.01,4.5,3699,1071,3,1.19,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3GaF6,1123,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Cs3GaF6,1085,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.1,40.6,1.38,2.0,1.6,578.8,1979,2963,277.0,41.11438,3,76,75,29,74,30,74,30,81,78,75,29,26.03,4,0.62,1.695,2673,303,3,1.31,0.026,0.83,1.16,4.0,1681.0,3374,6050,79.0,202.85046,104,97,11,96,11,93,8,102,100,93,7,31.3,2,1.33,0.405,85.15,54
Li3YCl6,765,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.2,17.2,1.22,2.42,1.2,615.6,1181,1980,421.3,44.4,3,24,16,89,15,90,14,89,25,48,15,88,26.53,5,0.9,2.94,3203,1796,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3TbCl6,727,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3DyCl6,768,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.21,10.7,1.07,2.18,1.1,572.2,1126,2230,288.0,77.81,3,43,35,70,34,71,33,70,24,25,34,69,27.7,6,0.912,3.67,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3HoCl6,779,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.22,16.2,1.04,2.19,1.1,580.8,1139,2221,300.2,75.19,3,45,37,68,36,69,35,68,23,24,36,67,27.15,6,0.901,3.65,2873,1683,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3ErCl6,795,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.22,14.3,1.02,2.15,1.1,588.6,1151,2207,311.0,74.52,3,47,39,66,38,67,37,66,22,23,38,65,26.58,6,0.89,3.63,3173,1795,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3YbCl6,820,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3VCl6,808,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3VCl6,828,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3VCl6,818,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.25,30.7,0.86,1.61,1.6,650.3,1414,2828,514.2,29.64,5,59,51,55,50,56,48,54,54,54,49,53,24.39,4,0.64,2.43,3273,2199,5,1.64,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3CrCl6,875,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3CrCl6,893,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3CrCl6,883,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3MoCl6,881,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,4.65,138.0,0.9,1.46,1.8,684.9,1558,2621,658.1,28.59584,6,62,53,51,52,52,52,52,56,56,53,51,24.06,5,0.69,2.72,5833,2890,6,1.77,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3InCl6,689,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3InCl6,683,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3EuCl6,762,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.2,13.9,1.1,2.29,1.0,547.1,1086,2425,177.8,77.81,3,37,29,76,28,77,27,76,18,28,28,75,27.65,6,0.947,3.94,1713,1095,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3EuCl6,738,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.2,13.9,1.1,2.29,1.0,547.1,1086,2425,177.8,77.81,3,37,29,76,28,77,27,76,18,28,28,75,27.65,6,0.947,3.94,1713,1095,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3GdCl6,759,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3GdCl6,770,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.2,10.6,1.09,2.22,1.1,592.4,1186,1999,387.6,68.06,3,39,31,74,30,75,29,74,27,27,30,73,28.171,6,0.938,3.91,3273,1591,3,1.21,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Na3TbCl6,777,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3CrCl6,1111,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3CrCl6,1093,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.65,93.7,0.84,1.33,1.6,652.8,1592,2987,396.6,23.86476,6,60,54,52,53,53,51,51,57,57,52,50,23.35,4,0.615,2.44,2755,2180,6,1.73,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3FeCl6,655,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.93,80.2,0.73,1.16,1.8,759.3,1561,2957,416.3,27.17233,8,66,60,46,59,47,57,45,61,63,58,44,25.1,4,0.645,2.11,3273,1808,8,1.77,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Cs3FeCl6,754,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,4.93,80.2,0.73,1.16,1.8,759.3,1561,2957,416.3,27.17233,8,66,60,46,59,47,57,45,61,63,58,44,25.1,4,0.645,2.11,3273,1808,8,1.77,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3BiCl6,883,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Rb3BiCl6,923,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,4.15,7.87,1.38,2.25,1.9,703.3,1610,2466,207.1,56.85674,5,81,83,17,82,18,86,22,87,86,87,21,25.52,6,1.03,1.997,1833,544,5,1.16,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Ag3YbCl6,693,4.35,429.0,1.3,2.9,1.93,731.0,2074,3361,284.6,42.56,11,15,68,36,67,37,67,37,71,71,68,36,25.4,5,1.28,2.375,2483.0,1234,11,1.36,3.22,34.9,1.0,1.99,1.05,603.4,1174,2408,152.3,59.94,3,51,43,62,42,63,41,62,17,21,42,61,36.41,6,0.868,3.59,1703,1091,3,1.23,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Ag3LuCl6,693,4.35,429.0,1.3,2.9,1.93,731.0,2074,3361,284.6,42.56,11,15,68,36,67,37,67,37,71,71,68,36,25.4,5,1.28,2.375,2483.0,1234,11,1.36,3.22,16.4,0.99,1.94,1.15,523.5,1341,2054,427.6,50.98,3,53,45,60,44,61,43,60,20,20,44,59,26.86,6,0.861,3.37,3603,1950,3,1.24,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Tl3InCl6,753,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Tl3InCl6,747,3.9,46.1,1.53,2.29,1.8,589.3,1971,2877,182.2,64.26738,3,21,73,27,72,28,76,32,78,76,77,31,26.32,6,1.59,2.235,1733.0,577,3,1.12,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.009,1.0,1.41,3.0,1251.1,2297,3822,121.7,223.11457,102,96,10,95,10,94,9,99,99,94,8,33.949,3,1.81,1.01,238.5,172
Li3InBr6,510,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Li3InBr6,515,2.85,84.7,1.75,3.06,1.0,520.2,7298,11815,159.4,29.12,1,8,6,102,6,103,1,98,12,12,2,98,24.86,2,0.92,1.61,1603.0,453,1,0.98,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Na3ScBr6,788,2.7,141.0,1.07,3.73,0.9,495.8,4562,6912,107.3,51.3,1,7,5,101,5,102,2,99,11,11,3,99,28.24,3,1.18,2.65,1429.0,371,1,0.82,3.25,15.8,1.1,2.21,1.3,631.0,1235,2389,377.8,34.6,3,25,17,90,16,91,13,88,19,35,14,87,25.52,4,0.745,2.75,3003,1814,3,1.27,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
K3InBr6,593,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.9,81.6,1.49,2.3,1.7,558.3,1821,2705,243.3,57.86158,3,77,74,28,73,29,75,31,79,77,76,30,26.74,5,0.8,2.05,2273,430,3,1.17,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
K3TbBr6,925,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
K3TbBr6,898,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
K3TbBr6,983,2.25,102.0,1.32,4.6,0.8,418.8,3051,4411,89.2,64.43485,1,6,4,100,4,101,3,100,10,10,4,100,29.6,4,1.51,3.69,1033.0,337,1,0.65,3.21,11.1,1.08,2.2,1.1,564.4,1112,2122,386.5,72.24,3,41,33,72,32,73,31,72,26,26,32,71,27.718,6,0.923,3.89,3073,1627,3,1.22,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Rb3TiBr6,937,2.1,52.8,1.43,4.9,0.8,403.0,2632,3859,80.9,76.78,1,5,3,99,3,100,4,101,9,9,5,101,31.062,5,1.61,4.1,961.2,312,1,0.6,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
Cs3TiBr6,943,1.95,35.9,1.55,5.45,0.7,375.7,2229,3377,76.1,85.2,1,4,2,98,2,99,5,102,8,8,6,102,32.21,6,1.74,4.31,963.2,302,1,0.55,3.8,21.9,0.91,1.81,1.5,658.0,1310,2653,469.9,30.68924,4,56,48,58,47,59,45,57,51,51,46,56,25.06,4,0.67,2.58,3535,1998,4,1.52,0.005,1.01,1.6,2.96,1139.9,2103,3473,111.9,151.7715,100,95,9,94,9,95,10,98,98,95,9,75.689,4,1.96,1.2,331.7,266
